,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date
456,vasanth2102,,Chennai,0,0,553,217,6006,Did Sweden admit they were wrong after all? After weeks pushing for a #coronavirus strategy that would result in he… https://t.co/yddc7cqqQV,['coronavirus'],2020-05-09 23:59:58
457,monicarivera1,,,0,0,552,369,50116,¿Conoces a alguien de tu círculo cercano que se haya contagiado de Covid 19 en Venezuela?,[],2020-05-09 23:59:58
458,SergeLOUBAT2,"💓État Nation, Souverainiste🇲🇫anti-immigration Afrique Catholique,Démocrate, Républicain.💓Zemmour, Onfray, MLP,M.Marechal, Philippot 💓sport,nature, océan",région toulousaine verte,0,0,472,588,46176,"L’un des fuyards interpellé, mardi soir, à Vannes, à l’issue d’une course-poursuite, était fiché S et détenu pour a… https://t.co/l2fLPfDtFA",[],2020-05-09 23:59:58
459,riita_ferreiira,✨/ ig: riita.ferreiira/ coimbra🖤,,0,0,262,186,21373,"Esta merda do corona já podia mm era acabar, tou farto mm ya",[],2020-05-09 23:59:58
460,AndrewKelliher,The Official Andy Kelliher Twitter,"Phoenixville, PA",0,0,546,78,9590,"Straightforward from here:
* President Trump has to self-quarantine due to possible exposure to coronavirus, can’t… https://t.co/1UioimOnXY",[],2020-05-09 23:59:58
461,SachdevaAnupama,"HR Professional, Learner, Risk taker, Storyteller, Chef, Doting Mum, Travel Enthusiast, Dancer, views are my own","Gurgaon, Haryana",0,0,92,119,341,"When this end ?
Cruel #Covid_19  😭 https://t.co/cdieOaJRVL",['Covid_19'],2020-05-09 23:59:58
462,JustB_2020,"l like, I share. Unlike my Pinterest boards, my retweets are mostly news based..and so..I’ll let it JustB",,0,0,3116,529,28088,UFC cuts bout after fighter tests positive for coronavirus https://t.co/e2n4iLU3uY https://t.co/xcfuh5IAHA,[],2020-05-09 23:59:58
463,moonlightrome,too fucking sad to even function,United States,0,0,860,463,35991,"Barack Obama attacked the Trump administration on Friday in an address to former aides, criticizing its response to… https://t.co/dZmaeInHZF",[],2020-05-09 23:59:58
464,patstagepage,"former Montreal Gazette Theatre & Books critic, now freelance","Montreal, Quebec",0,0,1068,1796,154216,"1/10 #THREAD

This is my least read investigation &amp; that tells me something RE public sentiment in #TOpoli #ONpoli… https://t.co/UmcRuaEzCT","['THREAD', 'TOpoli', 'ONpoli']",2020-05-09 23:59:58
465,Edilanebornh,Scandal!White Collar!!,,0,0,2206,1309,188619,"No governo Bolsonaro há várias pessoas que sabem travar a guerra cultural, mas algumas são insuperáveis nesse quesi… https://t.co/EPHdTOKGpO",[],2020-05-09 23:59:58
466,SnowiceBR,,"Rio de Janeiro, Brasil",0,0,94,34,1251,Minha solidariedade e minhas orações aos familiares das mais de 10 mil vítimas da Covid-19. Espero que essa provaçã… https://t.co/pUK3Nc34Fy,[],2020-05-09 23:59:58
467,leecole27511,,,0,0,492,202,5352,https://t.co/WLPBBQZhUJ,[],2020-05-09 23:59:58
468,venezolanitx,"#AquiNoSeHablaMalDeChavezNiDeMaduro❤ REVOLUCIONARIA 💯%
¡𝐍𝐨 𝐏𝐮𝐝𝐢𝐞𝐫𝐨𝐧 𝐍𝐢 𝐏𝐨𝐝𝐫𝐚𝐧! #NosotrosVenceremos! 💪🏻🇻🇪",,0,0,3984,3104,65595,"#EnVivo 📹 | Reunión de balance de la lucha contra el COVID-19 y evaluación de distintos temas de interés nacional.
https://t.co/afX8vzqsIC",['EnVivo'],2020-05-09 23:59:58
469,Seantkeenan2,,,0,0,2768,769,28609,With Brazil's Covid-19 official (wildly under-counted) death toll rising - now in the 750/day range - and with horr… https://t.co/R0GrHrLboB,[],2020-05-09 23:59:58
470,airinbc,Going Galt....,Galt´s Gulch,1,0,292,489,1988,@jscorolli @RikyMihura La fuente de los números son del 2de abril de https://t.co/35Sm0aIRkV  es un print pantalla… https://t.co/Gna3SUoaPk,[],2020-05-09 23:59:58
471,subilman_id,im trying to be kind,"Wonosobo, Indonesia",0,0,317,613,13087,Standar kebersihan ala Jepang setelah Corona https://t.co/rlIRKRABcE,[],2020-05-09 23:59:58
472,SirBakwasWala,Ayah Koshto Dilam.,12,0,0,964,1251,144048,"If anyone knows of any jobs going in the following areas, it would be greatly appreciated:

•Data Admin/Data Entry… https://t.co/wyZEtKVmwv",[],2020-05-09 23:59:58
473,Chuchio_2009,Hincha de la AKD !!!!!!!,,0,0,1387,978,167928,"Eduardo Amadeo publicó una imagen falsa para atacar a Axel Kicillof

https://t.co/lliTccpIfU",[],2020-05-09 23:59:58
474,Pippishortpants,,Toronto,0,0,453,227,9518,"Would you rather wear a mask or be stuck inside all summer?

#cdnpoli #COVID19
https://t.co/Hb0H1YcNbe","['cdnpoli', 'COVID19']",2020-05-09 23:59:58
475,ivanhuertas86,Paciente psiquiátrico campesino chimpancé. También diseño e ingenio. Let's get some fun together.,Bogotá Colombia,0,0,318,224,70195,En Colombia hay 678 trabajadores de la salud con COVID-19 https://t.co/ETjBTfyc1C vía @elespectador,[],2020-05-09 23:59:58
476,TheDailyRecord,"This is the Twitter account for The Daily Record in Wayne County, Ohio. We are Wayne & Holmes counties' local news source. Part of the USA TODAY Media Network.","Wooster, Ohio",2,1,207,5413,15327,"Ohio’s coronavirus case count climbed to at least 23,697 on Saturday, a 2.6% increase since Friday as the state pre… https://t.co/f2oGGiuPC7",[],2020-05-09 23:59:58
477,tomtomlau,"远离网络鸟""人""...",,0,0,166,162,27693,CDC director Robert Redfield will self-quarantine for two weeks after being exposed to someone at the White House w… https://t.co/cOTYxKuH2l,[],2020-05-09 23:59:58
478,Subchico25,Sempre Flamengo!!,Sete Lagoas MG,0,0,1318,648,16982,Minha solidariedade e minhas orações aos familiares das mais de 10 mil vítimas da Covid-19. Espero que essa provaçã… https://t.co/pUK3Nc34Fy,[],2020-05-09 23:59:57
479,more2mm,🇨🇦Canadian born & raised. mother to sons. freedom loving.,Canada,9,4,1024,681,23101,"sorry but wearing a mask when out walking in fresh air is just silly. Fear of COVID-19 is overblown, it’s time to g… https://t.co/Dz5fL5dJAa",[],2020-05-09 23:59:57
480,ViihDias06,"omobirin yewa🐍, LGBT 🏳️‍🌈. @Flamengo ❤ 04/02/21💔😭",na sua mente ,0,0,891,1183,41675,No dia em que o Brasil atinge a marca das 10.000 mortes por COVID-19 alcançando o patamar de sexto país com mais ób… https://t.co/YUYrMJ3Lru,[],2020-05-09 23:59:57
481,lorie_donahue,"Aging English major, amateur photographer, and forest adventurer.",,0,0,362,93,18663,Please take some time to read this masterpiece of a column by ⁦@nytegan⁩.  Read it slowly and think about the shame… https://t.co/oCuDQWPXBs,[],2020-05-09 23:59:57
482,JENNIFERANNL0VE,"if you’ve got 8 good cops & 2 bad ones, but the 8 look the other way— you have 10 bad cops. #ResistPolarization #BLM #HNT Ask me anything: 954-758-9058","Fort Lauderdale, Florida ",0,0,4974,1945,30489,"At least 25,600 residents and workers have died from #COVID19 at nursing homes and other long-term care facilities… https://t.co/ODmFwI6kWL",['COVID19'],2020-05-09 23:59:57
483,ArtfulPetal,,,0,0,631,62,2848,This message of anger and despair from a senior doctor in South Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 #lockdownuk #coronavirus… https://t.co/o3Nt7Di7WY,"['lockdownuk', 'coronavirus']",2020-05-09 23:59:57
484,Auriandra,"“A world expert in semantic interoperability”—Dr Chris Chute, Mayo Clinic. Democrat. Policy wonk. Worried about the survival of American democracy.
😷 ⇇ 6’⇉ ✋🤚",Lake Wobegon MN,0,0,4303,4322,232898,"WaPo: Obama says end to Michael Flynn case puts rule of law at risk, calls covid-19 response a ‘disaster’ https://t.co/KWT07EtYcD",[],2020-05-09 23:59:57
485,romipereira04,,Asunción - Paraguay,0,0,1922,1507,51756,Ustedes también cuando tienen un leve resfrío ya piensa que tienen coronavirus? JAJAJAJJA,[],2020-05-09 23:59:57
486,jorgegalvez2021,"Ex Vocero y ex Dirigente del FPMR, hoy en estado de Rebelión Social",Chile,0,0,547,3920,5120,"LOS ANDES: RECIÉN NACIDA DE 12 DÍAS FUE CONTAGIADA CON COVID-19 POR FUNCIONARIA DE SALUD
https://t.co/NycsI5pOF8",[],2020-05-09 23:59:57
487,LampeRaiza,mi familia,,0,0,35,35,3371,Muy estresado se lo ve al rufián Bolsonaro el día que Brasil pasó las 10 mil muertes por el Covid 19. https://t.co/8Fdzrk5QrG,[],2020-05-09 23:59:57
488,AVS2121,,,0,0,84,19,1860,"Ya aburre! Ella lo q dijo es que no importa q le dé el COVID 19, ahí déjenla , solo muéstrenles los hospitales y la… https://t.co/7DUf0a1Ggu",[],2020-05-09 23:59:57
489,sethrobson1,"Stars and Stripes reporter - Japan, Korea, Philippines, Australia, Iraq, Afghanistan. RTs not endorsement only sharing. All opinions mine.",Japan,0,0,1484,1634,33765,https://t.co/7AIEmEyGhr,[],2020-05-09 23:59:57
490,diariomediamza,Las noticias del sur mendocino te las contamos en http://www.mediamendoza.com,"San Rafael, Mendoza, Argentina",0,0,2156,6280,109348,"Con 165 nuevos casos, son 5766 los infectados y 300 los muertos por coronavirus en el país https://t.co/X4chgjxF5h",[],2020-05-09 23:59:57
491,Raimund33297410,Jesus e maravilhoso,,1,0,136,1,179,"O senado e a Câmara dos deputados federais, resolveram fazer apologia as mortes pelo covid 19 em proclamar luto ofi… https://t.co/WiFlSWoOjs",[],2020-05-09 23:59:57
492,WolffieWolf,"Researcher, activist, parent of two kids and two cats. Don’t believe the polls. VOTE! #RemoveTrump #Resist","Michigan, USA",0,0,3337,1785,164292,BREAKING:The CDC director and FDA commissioner are in self quarantine after coming in contact with an individual at… https://t.co/P2zcO6oRlg,[],2020-05-09 23:59:57
493,eleanor70001,"Active citizen in Waterloo Region, Ontario.                                                               Transit, environment, heritage, poverty, labour, peace",,0,0,3699,1631,87478,Allowing corporations whose primary interest is shareholder profits to be in control of care decisions for vulnerab… https://t.co/0eN6nHhBUp,[],2020-05-09 23:59:57
494,MrImran528,Chairman & Director #IntelligentComputerClasses● Social Media Incharge @TSP4India @TSP4Deoria ●Like & RTs are not endorsement ●Stand against Islamophobia in Ind,India,2,1,373,362,6016,"Triple talak -------- Target muslim
Article 30-------- Target muslim
CAA, NRC, NPR ------- Target muslim
Delhi atta… https://t.co/8K9p7QTzYK",[],2020-05-09 23:59:57
495,truefenty,AmarElo,salvador|brasil,12,5,470,869,14860,"Bolsonaro usando a camisa do Bahia é uma das últimas preocupação que tenho agora.

Bolsonaro não representa a torci… https://t.co/iG0HVDvWGd",[],2020-05-09 23:59:57
496,Phylter52,"Atheist, Feminist,#ProChoice, LGBTQ ally, Liberal, adoring husband of @GShelia1951 & proud Grandpa of 4 G/kids, 2 Maine Coons, #FBR #BLM",NE Ohio,0,0,8039,8415,105777,They have found a link between severe vitamin D deficiency and the severity of the Coronavirus.,[],2020-05-09 23:59:57
497,v_i_v_i_a,★クラシックとアンクラシックのど真ん中で雨ニモマケズ歌いたい！ #声楽のレッスン終了 #作詞作曲うたｖｉｖｉａ #ほぼにちいちうた #ｖｉｖｉａちゃんねる★#水曜どうでしょう #新しい地図 #米津玄師 #菅田将暉ANN #三四郎ANN★Ellie唄う寺子屋１期生★アイコンはまくらさん（@makura1219）画,うつくしま生まれ チーバくん育ち,0,0,149,337,110917,"#RT
4/19（日）に発熱があり、
4/20（月）と4/24（金）に保健所に相談させて貰いました。
（月）は男性、（金）は女性の方で、
いずれも１コールで繋がり親身に相談にのっていただきました。
COVID-19かもしれないと不… https://t.co/2QBgwRiFQJ",['RT'],2020-05-09 23:59:57
498,JarquinCirenia,💰💰💰💰,,0,0,16,59,195,"Trading on the Shanghai and Shenzhen stock exchanges will resume on Feb. 3, one working day later than scheduled, a… https://t.co/FO48A8HXIn",[],2020-05-09 23:59:57
499,m_sramos,"Acredito que um novo mundo é possível,  e luto para que aconteça",Porto Alegre,0,0,1173,750,4389,"3.704 brasileiros morreram de covid-19 até 24 de abril, dia em que Moro pediu demissão. Até aquele momento (e mesmo… https://t.co/FpCwROKIk9",[],2020-05-09 23:59:57
500,woitekj,"allergic to stupid,",,0,0,2321,4261,657240,"WATCH: Ohio Gov. Mike Dewine says the Trump Administration “has been helpful” in expanding coronavirus testing:

“W… https://t.co/PWNCcwoF98",[],2020-05-11 23:59:59
501,PeepsRide,"Our digital platform enables organisations with providing an on-demand transport service for those with a disability, the elderly and dependents.",Australia,0,0,298,76,950,"Disability workers on the front line say they still need more coronavirus protections
https://t.co/pNUjpSB2ZW",[],2020-05-11 23:59:59
502,illiragroup,"Illira takes a holistic approach to public safety, offering comprehensive solutions & services to institutions and individuals alike.",Australia,0,0,1781,364,4964,"What do you think about Coronavirus 'immunity' certificates?

The idea could help the world reopen, but experts say… https://t.co/0gdV7uaAuF",[],2020-05-11 23:59:59
503,Yat88968539,,,0,0,40,4,796,"#SNTEsalud ⚕️

🔴 IMPORTANTE el uso de cubrebocas 😷 México 🇲🇽 está en #Fase3 #Coronavirus #COVID19 🦠 Si los tuyos so… https://t.co/yUwhYdO99f","['SNTEsalud', 'Fase3', 'Coronavirus', 'COVID19']",2020-05-11 23:59:59
504,dthompsonht,"As a reporter at The Herkimer Telegram/Little Falls Times, I cover local events and write a weekly column..",,0,0,404,261,9450,"This year, AP exams have been moved online. But that's a concern for some students.

Natalie, a senior in Massachus… https://t.co/UkiJoOJrVL",[],2020-05-11 23:59:59
505,blancohector374,Chavista radical comunicador clap del municipio ayacucho defensor del legado de mi comandante chavez,San Juan De Colon,0,0,2132,912,7068,Enlaces de los Órganos de Dirección para la Defensa Integral #ODDITachira activos para informar sobre casos sospech… https://t.co/pj8VvRbCMI,['ODDITachira'],2020-05-11 23:59:59
506,maria_botero132,colombian,,0,0,41,65,16269,"Your 2020 #coronavirus #college student classification:

1. Those graduating into job markets with no jobs
2. Those… https://t.co/j8hNWTbQYg","['coronavirus', 'college']",2020-05-11 23:59:59
507,ReutersBiz,The latest business and financial news from around the 🌍 with insights from @breakingviews,Around the world,10,7,244,2234798,238919,"Brazil records 5,632 new coronavirus cases, 396 deaths on Monday https://t.co/KjBfj8ImUm https://t.co/RNvDl1Bcym",[],2020-05-11 23:59:59
508,Mikeekpo,"Service to God and humanity. A perfectionist, totally humble, creative and distinct, spiritually absolute and aggressive. Supporter and lover of #ArsenalFC","Lagos, Nigeria",0,0,4498,7078,35193,"COVID-19:
#CatholicChurch donates ALL its 425 hospitals in Nigeria as #COVID19 isolation centres. 

Pastor… https://t.co/qpe1Qi3hLW","['CatholicChurch', 'COVID19']",2020-05-11 23:59:59
509,yusuff_jubril,"A fucking Upcoming Artist with potential| jubrilyusuff26@gmail.com|
Contact: 07038529542|
Creating Something ICONI©|
Jubz To The World EP|
JTTW EP out!!🇳|","Lagos, Nigeria",0,0,229,956,75762,"This is the time for Africans to Unite and promote their product, and heal the world of covid-19. If this drug were… https://t.co/23MpLHMjSP",[],2020-05-11 23:59:59
510,CharlestonHC,We're a coed sports & social club playing the fastest sport on grass in Charleston since 2011. ➡️Recruiting new players now.,"Charleston, SC",0,0,180,999,429,Mark your calendars for this great opportunity to participate in a virtual town hall to discuss the impact that COV… https://t.co/owmi8IpEAT,[],2020-05-11 23:59:59
511,Sangsbaby,Entitled and unbothered,Somewhere,0,0,929,165,12729,Questions You Should Ask Hospital Staff If Your Loved One Is Hospitalized With Coronavirus https://t.co/dU4KzYy0RX via @ESSENCE,[],2020-05-11 23:59:59
512,GenCarvel,,,0,0,215,166,11987,"Serious question. What do you guys think the REAL #coronavirus death toll is? Under 10k? 

Please make this video v… https://t.co/tDxXgqVqbz",['coronavirus'],2020-05-11 23:59:59
513,MarcrixNoticias,,Cancún,0,0,1969,9475,141678,"Se suicida paciente con Covid-19 en hospital de Hidalgo; iba a ser dado de alta en 2 días
https://t.co/flalEJmXE7",[],2020-05-11 23:59:59
514,ooyamatotiro,俺は俺、俺のやり方で俺のやりたいようにやる,大宇宙・アルカディア号 　ドヌガー　うしじま組,0,0,4951,1436,54125,"尾身・専門家会議副座長

「報告されているより感染者の数が多いのは間違いないが、それが１０倍か２０倍か３０倍かは誰もわからない」
 https://t.co/dX0g5acZyo",[],2020-05-11 23:59:59
515,MichaelDavid80,"Infectious Diseases Div. UPenn. Staphylococcus aureus epi, intrahost evolution, MRSA, history of ID. PI of SEMAPHORE. Opinions are my own. he/him 🧫🧬","Philadelphia, PA",0,0,2478,2399,20380,I made a video explaining the stages of vaccine development outlining the fastest timeline for a Covid-19 vaccine.… https://t.co/SKw5GekEra,[],2020-05-11 23:59:59
516,BattleA43398398,,"California, USA",1,0,4,2,9,"The current Plandemic relief bill, (H.R. 748 Coronavirus/Covid-19) was first introduced to the House on January 24t… https://t.co/aE2ZB7tUxa",[],2020-05-11 23:59:59
517,DanClarkReports,Host of @NYNOW_PBS. Politics & Law. Former @NYLawJournal @PolitiFact & @CapitalTonight. Storyteller. Email: DanClarkReports@Gmail.com. Retweets ≠ endorsements,"Albany, NY",0,0,1649,6163,24036,"NEW: @HealthNYGov ordered counties to ramp up COVID-19 testing in nursing home &amp; sent over 1,600 damaged test kits.… https://t.co/fbsUfV8jjY",[],2020-05-11 23:59:59
518,RocioTF_14,,,0,0,648,85,1972,"Ante la #COVID_19, #CONEVAL estimó 2 escenarios con los efectos potenciales en niveles de pobreza por ingresos y po… https://t.co/SVl2vceQey","['COVID_19', 'CONEVAL']",2020-05-11 23:59:59
519,docmarita15,mujer médica mama,"Chaco, Argentina",0,0,601,182,38562,"Un destacado experto italiano aseguró que el coronavirus es cada vez menos agresivo: “Para cuando esté la vacuna, y… https://t.co/TF4C2jmWNT",[],2020-05-11 23:59:59
520,Natasha52652672,,,0,0,71,0,28,COVID-19 Recovery https://t.co/dfhpAJWHjV,[],2020-05-11 23:59:59
521,chrisgriffiths2,"Writer, radio DJ.",,0,0,37,18,4740,@PodSaveAmerica Saying Trump's handling of Corona has been a chaotic disaster. Is that it?,[],2020-05-11 23:59:59
522,_HighestBa,Black Boy❤||SarkNative✊||Manchester United🌏🌏||,Akim Oda,0,0,253,539,9831,all these solid songs dropping but we cant perform them. wow corona. 👍🏾,[],2020-05-11 23:59:59
523,Amorparatodos19,Jugando a fingir ser intelectual..,Del Mundo,0,0,5001,711,21505,"Cuando murieron miles de personas por el coronavirus, dijimos que si humanidad no aprendía de esto, estaba destinad… https://t.co/Q4mkAYFBIH",[],2020-05-11 23:59:59
524,Diego_h15,"El respeto al derecho ajeno es la paz. 
Me gusta informar.
RT o like no es igual a un respaldo de opinión.",El Salvador,0,0,1023,151,8502,"Coronavirus en los cuerpos de seguridad salvadoreños:

- PNC: 26 casos positivos, entre oficiales y agentes de nive… https://t.co/qtrr7DmOqs",[],2020-05-11 23:59:59
525,TheBigMan226,"Letts get @Kirakosarin's Vinyl to 1 million streams.

https://open.spotify.com/track/74EgiUw9kI6AyO1ngizldy?si=jBZrLvJaQ0m5EQk_BcGiOQ

#BLM","Turlock, CA",0,0,205,40,5244,It took one question for a reporter to expose Trump's latest baseless Obama conspiracy theory https://t.co/GGaiKkFd0p,[],2020-05-11 23:59:59
526,bgmp85,"UNAM, UANL,","Monterrey, Nuevo León",0,0,150,33,609,"Mañana iniciamos el ciclo Las ciencias sociales y el coronavirus, nos acompaña la Dra. @CristinaPuga1 

📍martes y j… https://t.co/qU8fX3GmoH",[],2020-05-11 23:59:59
527,OmarEnriquePsuv,"🚩Maestro ambulante, militante del Pensamiento político-pedagógico del Cmdte Hugo Chávez/Mmbro del Colectivo Fuerza Moral del Pueblo/¡En Unidad con Nicolás!🚩","Portuguesa, Venezuela",0,0,10576,9617,45322,Comienza la nueva encuesta diagnóstica del Coronavirus a través del Sistema del Carnet de la Patria.… https://t.co/ML3PU1HNQ0,[],2020-05-11 23:59:59
528,D_ChoureHembrom,"Just a normal human being. Digital Artist. This account is only for social issues.

For Digital Art & Blender related stuff, follow @DChoureHembrom.","Planet Earth, Milky Way Galaxy",0,0,455,147,25825,Centre issues data processing rules for Aarogya Setu app amid privacy concerns https://t.co/lGoUYKtq0j https://t.co/SZcb7L5N1r,[],2020-05-11 23:59:59
529,Avinash96912877,,,0,0,69,3,354,Hindu has only good things to spread. One such good thing is smile. See him smiling while death is approaching him… https://t.co/i9Y9kgXupW,[],2020-05-11 23:59:59
530,Lisa_VanDusen,"Mum, assoc. editor @policy_mag. Priors @AP NY, @ABCNews NY, @UPI DC, Washington columnist for @OttawaCitizen and @SunMedia. lvandusen@policymagazine.ca",,0,0,949,836,10943,"As coronavirus spreads in Egypt, Sissi sees opportunity to tighten his grip - The Washington Post https://t.co/Sm8y9FWNUw",[],2020-05-11 23:59:59
531,Rayenkuyenray,"Mujer Madre Esposa hija. con poca fe en la humanidad. X una Constitución Digna y Justa . ya baneada 🙄 llorona , aprensiva,ansiosa. procrastinación sal de mí.","Puente Alto, Chile",0,0,424,196,9331,‼️Acaba de fallecer un paciente #Covid_19 de 36 años en el Hospital San José por no contar el hospital con ventilad… https://t.co/Zl1ySFVmPG,['Covid_19'],2020-05-11 23:59:59
532,Akash_Sandhu09,"Gamer, COD fan boy for life, Sarcastic, Soccer⚽️dude, Weeb, 6'2 And a Nerd.
Looking for extraordinary in the ordinary.


Twitch👉🏽Akash_sandhu","Terrace, British Columbia",0,0,208,33,188,This had me dying. Make us corona-free @Vikkstar123 #ogsquad #Sidemen https://t.co/0AnlVBz5Gv,"['ogsquad', 'Sidemen']",2020-05-11 23:59:59
533,FaithSaladin,"Angry about injustice, fraud, corruption and state abuse of the citizen.  Want to take back control. Volunteer case worker at @PPHRtweets",,0,0,670,691,43345,Covid-19: NHS chaos and  DWP indifference lead to tragedy for one 50s born woman https://t.co/CAph9AQdMH via @davidhencke,[],2020-05-11 23:59:59
534,CardellHoward5,go fishing,,0,0,151,20,4712,The Trump Administration has marshaled every resource at its disposal to fight the Coronavirus. https://t.co/yXqiPbClSu,[],2020-05-11 23:59:59
535,josema_per,"Derecho ULPGC📓 | En Rebeldía Canarias | Mascota de Ovillo, mi gato | SFSN","Las Palmas, Islas Canarias",0,0,259,1003,32545,"Tengo claro por qué esta enfermedad se llama Covid-19 
Co= COgen
V= Vascos
id = Metro de MadrID
19= los años que te… https://t.co/XCsTaC6S23",[],2020-05-11 23:59:59
536,Camelback71,Right-wing. Old School. Throwback. Contrarian.,"Phoenix, AZ",0,0,432,366,37342,"@SteveDeaceShow What's your thoughts on this article, Steve?  https://t.co/t0QThIrUA1",[],2020-05-11 23:59:59
537,sexxielexxie,I want to create the most epic fashion editorial with Shiona Turini x Marni. Website coming soon. http://AlexisShenelle.com,Erotic City,0,0,652,1743,266015,Of course #Trump fled his own #WhiteHousePressBriefing as reporter @weijia didn’t sit there and put up with his non… https://t.co/a1CRlijhcZ,"['Trump', 'WhiteHousePressBriefing']",2020-05-11 23:59:59
538,YokohamaOHTA,"A leader in sales and distribution of Agriculture, Forestry, Construction, Industrial, Material Handling, Earthmoving, Mining, Port and other commercial tires.",Americas,0,1,2217,2249,14485,COVID-19 sows uncertainty on the #farm and stressing the nation's already struggling farmers. https://t.co/frAVZtGQpd via @AgweekMagazine,['farm'],2020-05-11 23:59:59
539,Nelza98871130,,,0,0,4,14,2383,"Via @forbes https://t.co/UQw2Z1Ghv1

After #Covid19 has finished, #freelancer jobs will be imperative to rebuilding… https://t.co/3s0ts7jyNE","['Covid19', 'freelancer']",2020-05-11 23:59:59
540,DagobertoAzeve1,be,,0,0,157,93,4949,"o coronavirus ouvindo o bolsonaro incluir as academias no rol de serviços essenciais

 https://t.co/nEAf70MHbE",[],2020-05-11 23:59:59
541,newtownlos,,"Virginia, South Africa",0,0,537,226,45740,LIVE to showcase the conversion of the Walter E. Washington Convention Center into an alternate care site to suppor… https://t.co/hoJE17p2pJ,[],2020-05-11 23:59:59
542,gabymerida9,,,0,0,2327,2148,72529,"China acumula 26 días consecutivos sin nuevas muertes por Covid-19

#EnDefensaDeLaPatria

https://t.co/7Jb6D4wZqX https://t.co/J3ABoQdhMq",['EnDefensaDeLaPatria'],2020-05-11 23:59:59
543,jeffreyNgodfrey,"Democratic socialist. Physicist. Rides bikes, takes trains. Locked down and longing to listen to live music and drink those halves @StanfordArmsPub again.",Lowestoft (and London?),4,0,212,231,7846,"@LuckyHeronSay @Jenni15312335 this?
https://t.co/h2xcIzQFcT",[],2020-05-11 23:59:59
544,Winking_Buddha,Retired NASA-JSC PAO/Planner. Now: MSc. Certified Marine Naturalist. Anthrozoologist. Animal behavior researcher/writer/lecturer. Poet. #BidenHarris2020,"Houston, TX—Port McNeill, BC",0,0,3210,1360,117745,Trump and Pence would do well to look at what happened on the other side of the pond before carrying on as normal.… https://t.co/VxkXS2IvbQ,[],2020-05-11 23:59:59
545,mamiejo1,Here for the resistance!  Karma is coming for the R’s. No unity before accountability. Wear a damn mask. 🚫DM’s please,,0,0,1006,962,23940,"New @JoeBiden ad hitting Trump where it hurts: ""Trump didn't build a great economy. His failure to lead destroyed o… https://t.co/3rKFAPrhVd",[],2020-05-11 23:59:59
546,FlorianMaury1,Étudiant en 3ème année à la fac de Rennes.,Saint brieuc,6,0,144,24,5290,"@Poulin2012 @YLeBolloch Attends, elle dit qu'en gros en dénoncent cette sous merde qu'est Roman Pollanski on a le C… https://t.co/LqTMstXfIs",[],2020-05-11 23:59:59
547,MaNeSs76,Toujours la même...,76,0,0,2406,290,4976,"En 2017, @ramayade émet des doutes sur la santé mentale de #Macron... Et justifie cette hypothèse.

Et si c'était v… https://t.co/VgYD1xqJOg",['Macron'],2020-05-11 23:59:59
548,yankeenick,Disabled/Retired Med Tech. Mom. Grandma. Sister. Aunt. Friend to some. Animal lover. Nature world protector. Repubs are dead to me. Resister. Blue wave forever.,texas,0,0,4917,3303,55368,The Pasadena Public Health Department is reminding residents to stay home after a cluster of COVID-19 cases were tr… https://t.co/jQHtEDN6MM,[],2020-05-11 23:59:59
549,kimstrick321,Nashville Wife & Mom | #GoPreds 💙💛 | #GoBurros 🐴🔰 | #GoMatadors 🐂 ❤️💛 | #WarEagle 🦅💙🧡,"Nashville, TN",0,0,1611,224,12748,"Metro's COVID-19 Community Assessment Centers are open five days a week, M-F, from 9 a.m. to 3 p.m. Drive-through a… https://t.co/k8i6VL0J4m",[],2020-05-11 23:59:59
550,beabusaniche,Fundación Vía Libre. No al espionaje ilegal. Expresarse públicamente no puede ser interpretado como una autorización para hacer inteligencia.,,0,0,1884,17618,83199,"Una pandemia no es un cheque en blanco para el uso de la tecnología en asuntos de interés público.
Escribí acerca d… https://t.co/ScSoaZm7jF",[],2020-05-11 23:59:59
551,16N1K4,"Fan of LEGO \
Player of games \
Reader of comics \
Watcher of pro wrestling \
Practitioner of origami \
Writer of blog",Chaosrealm,0,0,230,365,147514,"Peter Daszak is a British-born American PhD who’s spent a career discovering dangerous viruses in wildlife, especia… https://t.co/gp13Tc0Vzu",[],2020-05-11 23:59:59
552,TPerrysburg,,South Western Indiana,0,0,693,423,34958,Navajo Nation reports more coronavirus cases per capita than any US state https://t.co/E2gpc3WM7P https://t.co/i92PlaczLQ,[],2020-05-11 23:59:59
553,IsamarApruebo,"Mujer, mamá de tres, hija orgullosa, periodista también. Fachos, pasen de largo #PiñeraAsesino #ChileEnDictadura","Temuco, Chile ",2,6,6501,6607,17465,#NosEstanMatando hagan la relación habitantes por país. Chile es la línea amarilla. Saquen sus conclusiones… https://t.co/aGsm87wObz,['NosEstanMatando'],2020-05-11 23:59:59
554,LuizCBrito1,"Não há ninguém, mesmo sem cultura, que não se torne poeta quando o amor toma conta dele.” (Platão)","Porto Alegre, Brazil",0,0,586,189,27053,@vanessa_grazz https://t.co/0X7a05JQHR,[],2020-05-11 23:59:59
555,elissazino,I’m not too crazy about me either.,,0,0,1121,4322,11370,@dxnnyzxhalan Nshalla ykoun maa corona😄,[],2020-05-11 23:59:58
