,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date
115,mathi_sosa,Socio de @Nacional.,Uruguay,0,0,258,287,14191,"ATENCIÓN !

Hoy es el primer día, desde que se decretó la emergencia sanitaria por #Coronavirus, el viernes 13 de m… https://t.co/DjkfNqLfOb",['Coronavirus'],2020-06-03 23:59:59
116,WCP_2012,"São Paulo

#vivaavida",BRASIL,0,0,1065,146,1442,@RealPaiBrasil @77rick4 @CanalRipperBR @jairbolsonaro 6 - ao ignorar lei federal (Artigo 268 do Código Penal) e atu… https://t.co/V4xNN4nvWW,[],2020-06-03 23:59:59
117,_asdfghjKorina,"ELF •
Gusu Lan Sect Disciple •
Follower of Yiling Laozu •
SiSheng Peak Disciple •
trash 🗑",Brief ng SJ,0,0,553,263,22741,"""Rally rally kayo diyan, excited talaga kayo magpahawa sa COVID-19.""

Ang mga sintomas ng COVID-19, may pag-asa pan… https://t.co/cP2KKmonAZ",[],2020-06-03 23:59:58
118,JInfo4us,,,0,0,2806,1855,127596,"From ‘Hera Pheri’ to ‘Bajrangi Bhaijaan’, netizens create hilarious memes out of these films to de-stress amid cycl… https://t.co/lS1p6rx2fq",[],2020-06-03 23:59:58
119,linda94679982,,,0,0,108,7,3323,"Democrat mayors during #coronavirus:

-You can’t open your business
-You can’t go to church
-You can’t buy a gun

D… https://t.co/d10wtAjOgz",['coronavirus'],2020-06-03 23:59:58
120,sherylkahn,"Reporter/Producer/Multimedia Journalist; also ❤ hiking, walking, nature.",South Florida,0,0,4839,5181,35891,"Counties in Florida, Iowa worry CDC as emerging coronavirus 'areas of concern' https://t.co/dLHu99VaNU via @YahooNews",[],2020-06-03 23:59:58
121,HallsLocksmith,MLA approved Master Locksmiths Door and window repairs UPVC Double glazing repair High security Access Control Master key systems Free quotations 24/7 call out,Cambridgeshire UK,0,0,4858,3544,5668,👀 Search for Mul-T-Lock uk and visit the blog to download and print Covid-19 posters to help support your business… https://t.co/ob2joQ7T2i,[],2020-06-03 23:59:58
122,debochatolek,"18y, morto por dentro porém ela me mantém vivo @ghellerlara",Itapema - SC,0,0,467,527,2089,A Inglaterra iniciou nesta semana a última fase de testes de uma vacina contra o coronavírus. Dez mil voluntários r… https://t.co/4WGiou1PYa,[],2020-06-03 23:59:58
123,g_vbrielle,"ʟᴜᴄᴇ ᴅɪᴠɪɴᴀ🌞 • ♍️ • Soft-hearted but strong, self-aware and sure.",ciudad señorial ,0,0,358,368,18782,20 positivos al Covid-19 en el Senado. LETS GOOOOOOO,[],2020-06-03 23:59:58
124,cafecortadocl,"🍔Sandwichs ☕Cafetería 🍵Té 🧉Mates 🥞Pasteles árabes 🥧Pie y tartaletas 🍰Tortas 🧁Cupcakes 🥤Jugos .
✉ contacto@cortado.cl
☎ +56 9 46412 2023
Estado 593 L3","Estado 593, Rancagua, Chile",0,0,234,7,6,"Webinar: ¿Cómo acelerar la construcción de ciclovías y calles para las personas durante Covid-19?
Link:… https://t.co/8Lm3eYNuqO",[],2020-06-03 23:59:58
125,Christieccio,"🗽☮☯☥America *Equality For ALL* Be Kind* 


Proud mother of two magnificent sons.🗽",fly over country 💀 🐝,0,0,1349,1407,43152,"PROTECT YOURSELF!
Just b/c the media's not covering it, doesn't mean coronavirus is gone!

As of June 2, 2020, 11p.… https://t.co/QswtDOnOOR",[],2020-06-03 23:59:58
126,heliopoli_sp,Conservador... anti-comunista... 🇧🇷🇧🇷👉🏻👉🏻🤖🤖🐄🐄🇧🇷🇧🇷👉🏻👉🏻 SDV #SilenceDay #GoTrump. #MakeTheSpechFreeAgain,"Rio de Janeiro, Brasil",0,0,4109,2775,49960,Governos e OMS mudaram a política do Covid-19 com base em dados suspeitos de uma pequena empresa americana https://t.co/vmjen1p6qm,[],2020-06-03 23:59:58
127,Doc_Blocked97,(He/They) |Bi| |Age: 23| |Persona Shill| I’m a person... I think.,Wouldn’t you like to know...,0,0,266,177,72397,"remember: covid-19 takes a week to two weeks to incubate. do not let the media fool you when they say these 19,000… https://t.co/37OV7fMaqL",[],2020-06-03 23:59:58
128,maberra2508,,,0,0,1225,1215,67349,"¿Cuantos nuevos casos Covid-19 creen que tendrá Venezuela hoy?
¿dos?¿tres? Eso nadie lo puede saber hasta que en Co… https://t.co/MpQtplzKeX",[],2020-06-03 23:59:58
129,johnmalta99,"🏴󠁧󠁢󠁳󠁣󠁴󠁿”It is in truth not for glory,nor riches,nor honours,that we are fighting,but for freedom.”🏴󠁧󠁢󠁳󠁣󠁴󠁿","Barrhead, Scotland",0,0,3103,2324,193235,Even the BBC can’t help reporting this. The UK (population 60m) has more deaths from COVID-19 yesterday than the en… https://t.co/1XeXE1OA8O,[],2020-06-03 23:59:58
130,EfrainLosadaB,"Nací en Punta Alegre, Cuba. Soy licenciado en Física. Trabajo en el Grupo Caudal. Sigo a Los Tigres avileños.",,0,0,119,99,655,"¿Que solución ""ofrece"" el capitalismo en América Latina a estos millones de personas, que se suman a las que ya est… https://t.co/WzfEx1S9fZ",[],2020-06-03 23:59:58
131,LUZMARINANGA,"Irreverente!! leal y fiel!!seguidora de mi amado @chavezcandanga,su humanismo, lealtad, sensibilidad,compromiso y amor por su pueblo Digno de Igualar !! TE AMO",La Patria Grande!!🇻🇪,0,0,5703,5182,114747,"Brasil registra 1.262 decesos por Covid-19 y Bolsonaro dice que la muerte ""es el destino de todos""… https://t.co/IYM7AHN7Wj",[],2020-06-03 23:59:58
132,mariofcampos,,,0,0,175,45,31603,"“¡Ya basta! Los médicos y personal de salud no somos héroes, somos seres humanos” es el video con el que los profes… https://t.co/fACYM9BwTN",[],2020-06-03 23:59:58
133,Muhammadausaf99,,,0,0,26,46,18529,दिल्ली स्थित @RSSorg के दफ्तर में भी कोरोना वायरस की एंट्री हो गई है। संघ के सहप्रचार प्रमुख डॉ सुनील आंबेकर और डॉ… https://t.co/0Tqy3uZgXf,[],2020-06-03 23:59:58
134,lott_hayley,"Dog mummy. First Gen Scot , X - Canadian .You thought dogs were hard to train to sit and stay...just saying. Stay Home.",,0,0,4619,3283,258736,Ex-Ecuador president detained in COVID-19 corruption raid https://t.co/YjhdP32E6Q,[],2020-06-03 23:59:58
135,FarrisLuu,she/her                                                                 🦦🤎🍂🥜🧸,,0,0,172,66,3854,"We’ve also seen a few members of this group offering masks to people who aren’t wearing them in the crowd, a remind… https://t.co/52WJL2GRDf",[],2020-06-03 23:59:58
136,M_S_Audi,"In Your name O Allah, I live and Die.","Lagos,Katsina, Nigeria",0,0,517,9035,42982,"Nigeria’s Covid-19 total tops 11,000 with 348 new cases https://t.co/0bthwRWvxL",[],2020-06-03 23:59:58
137,Fernan984,"Architect, Master in Asset Appraisal, Construction Professional, Civil Works, and Real Estate Development. PMP ®","Córdoba, Veracruz, México",0,0,2169,899,30481,"No saben que util plática con el Dr. Paco Moreno (Jefe de Covid-19 del hospital ABC). 
Mitos, realidades, consejos.… https://t.co/5WwjCKz30K",[],2020-06-03 23:59:58
138,kellyvanderark,,,0,0,222,97,1847,"Either coronavirus was a huge scam,

or 

Governments are letting coronavirus spread rapidly throughout the country… https://t.co/ZErdzb9csg",[],2020-06-03 23:59:57
139,Heloisanna,"“Sou mais do que o seu olho pode ver, então não desonre o meu nome“. ♊️ Gemini/ mãe do Max 🐾 Olaf ❤️😇","Cidade de Deus, Rio de Janeiro",0,0,654,892,51868,"Vacina para covid- 19 será testada no Brasil. 

Eu indo tomar a vacina: https://t.co/Q0l7DzKB8G",[],2020-06-03 23:59:57
140,charlenekbailey,Designer • Figure Skater • Skating Consultant • Golden Retriever Snuggler • Crazy Idea Maker • Founder of @Thecb_official,Toronto,0,0,487,192,2717,"Let's be clear about something: if there is a spike in coronavirus cases in the next two weeks, don't blame the protesters.

Blame racism.",[],2020-06-03 23:59:57
141,AleCordobaHdz,Lic. En Música (Violinista) y Lic. En Derecho por la Universidad Veracruzana. Maestrando en Administración Pública ColVer,"Xalapa-Enríquez, Veracruz.",0,0,322,68,705,Senado de EE.UU. aprueba reforma para programa de protección a pequeñas empresas: https://t.co/lnvKC38agd https://t.co/DlY4sYatEN,[],2020-06-03 23:59:57
142,charlinsvencont,Lеwd slut 🔞. Anyone wаnt chеck my nudеs 🙃,,0,0,38,15,758,#coronavirus #COVIDIOTS #COVID19 #lockdown https://t.co/6Qw0BZoB5e,"['coronavirus', 'COVIDIOTS', 'COVID19', 'lockdown']",2020-06-03 23:59:57
143,jcjuandedios,"Nacido en San Juan de los Morros, 13/02/1970. Casado, Ingeniero, y Abogado. Doctorando Ciencias de la Educaciòn.",Unesr San Juan de los Morros,0,0,4702,1496,15549,La vacuna contra el #coronavirus desarrollada por la Universidad de Oxford será probada en un grupo de 2.000 person… https://t.co/bvpCaVNDJO,['coronavirus'],2020-06-03 23:59:57
144,Velaroberto,Periodista venezolano.,"Lima, Peru",0,0,1497,636,2418,"La vacuna contra el COVID-19 desarrollada por la Universidad de Oxford, en el Reino Unido, será probada en un grupo… https://t.co/f9vnbIqIl9",[],2020-06-03 23:59:57
145,StickyRiicky,Chico State Alumni. ÚNICOS. The Alphabet Mafia.,,0,0,156,120,4881,"remember: covid-19 takes a week to two weeks to incubate. do not let the media fool you when they say these 19,000… https://t.co/37OV7fMaqL",[],2020-06-03 23:59:57
146,LandeckH,"Head of Central American Office of Heinrich-Böll Foundation in San Salvador, ingrid.wehr@sv.boell.org, opinions my own",San Salvador,0,0,4486,6663,21876,Coronavirus crisis could cause $25tn fossil fuel industry collapse https://t.co/4qZMYqFAbj,[],2020-06-03 23:59:57
147,rondonl,No soy de aquí ni soy de allá. Soy de donde este en ese momento. Nací libre y pienso morir igual.,Up🇺🇸🇻🇪Me sigues te sigo. ,0,0,4704,4533,265320,#ATENCIÓN Video del piso 5 del Hospital Universitario de Maracaibo donde llevan a los sospechosos de COVID 19. Un h… https://t.co/dEnfjOYHh7,['ATENCIÓN'],2020-06-03 23:59:57
148,CarraraRogerio,"Liberdade ao povo brasileiro! lutando por um país livre, Fechadaço Com Bolsonaro.👉🇧🇷","Rio de Janeiro, Brasil",0,0,497,335,12758,https://t.co/lEtBC6hWhc,[],2020-06-03 23:59:57
149,iluvnj1,,,0,0,1839,35,33220,NJ’s community testing sites are free and testing individuals without a prescription! https://t.co/znGeV1Em0O… https://t.co/MW17uuKhkx,[],2020-06-03 23:59:57
150,Francosuarez202,"felicidad, la revolucion nunca muere, rodilla en tierra, con mi comandante chavez.",,0,0,183,928,103173,"La Alcaldía de Caracas realizó este martes #2Junio un abordaje especial en Sabana Grande, parte del Plan Nacional d… https://t.co/qDrHZMxYWl",['2Junio'],2020-06-03 23:59:57
151,AntonioGM72,"como dice el Sol. Soy, como quiero Ser ALV!!","Distrito Federal, México",0,0,1788,1307,41434,"Iniciamos la campaña 

¡Cuidémonos todos! 
Evita formar parte de la estadística 

Te invitamos a participar en esta… https://t.co/VqEPP7JMpG",[],2020-06-03 23:59:57
152,karlof11,,Arequipa,0,0,102,365,412831,La #UOCRA denunció el despido de 700 operarios en #Salta https://t.co/fgOyyKLIfM,"['UOCRA', 'Salta']",2020-06-03 23:59:57
153,BelDossantos_,"GEOGRAFÍA 🌎 👩‍🏫
🇲🇨
Madre de un pibito que me dice cachorra 🙃.
Bruja egocéntrica🧙Feminista💜 y abortera💚✊ 
@bravasolavarria 🕊️","Olavarría, Argentina",0,0,311,391,22413,Confirman cuatro casos positivos de coronavirus en #Olavarria (Sólo dos están en la ciudad y ya aislados). No deses… https://t.co/hrnPOwa89T,['Olavarria'],2020-06-03 23:59:57
154,Richin72,Ingeniero en Informática. Fanático al Rock&Metal. Fanático al Béisbol - Cardenales de Lara y Azulejos de Toronto. Tecnología. Naturaleza. Mitología Nórdicas,Venezuela,0,0,1056,158,7830,"#Ahora | La vicepresidenta Delcy Rodríguez anuncia 47 nuevos casos de coronavirus por transmisión comunitaria.

Tam… https://t.co/lAdLMN4KLD",['Ahora'],2020-06-03 23:59:57
155,impulsobaires,"Impulso Baires. Agencia de Noticias de la Provincia de Buenos Aires. Argentina. 
Director @FMoschettoni
#LaPlata #BuenosAires #Noticias #SomosArgentina",La Plata. Bs. As. Arg.,0,0,1707,14104,178045,"🚨Ensenada reporta once casos de coronavirus en una jornada
https://t.co/5B9W9mj4Yd https://t.co/Iw5k6WD3rK",[],2020-06-03 23:59:57
156,mrevanbell,He/Him/His ~ 📍Indy ~ #SephoraSquad All views are my own 🦻🏻🏳️‍🌈💄 Skincare Specialist. Brand Strategist. Comms Director. Freelance Marketing Consultant.,"Indiana, USA",0,0,1427,1164,61612,Just a reminder to be careful if you leave the house because there’s a disease out there that’s relentlessly taking… https://t.co/zVs2WCHE8O,[],2020-06-03 23:59:57
157,USEmbassyPHSpox,Official Twitter account of the U.S. Embassy in the Philippines Spokesperson 🇺🇸🇵🇭 #FriendsPartnersAllies,Republic of the Philippines,0,0,238,771,3741,"NOTE: This is a morning flight, so there will NOT be any sweeper flights. If you are interested in this flight, ple… https://t.co/G7MBys457B",[],2020-06-03 23:59:57
